mha_code,mha_name,rank,with_dependents,without_dependents,lat,lng
AK400,"KETCHIKAN, AK",e1,2646,1986,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e2,2646,1986,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e3,2646,1986,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e4,2646,1986,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e5,2868,2151,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e6,2886,2163,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e7,3027,2382,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e8,3213,2682,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",e9,3441,2739,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",w1,2889,2289,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",w2,3102,2679,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",w3,3336,2751,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",w4,3480,2892,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",w5,3660,3069,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o1e,3060,2631,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o2e,3300,2727,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o3e,3510,2847,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o1,2880,2160,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o2,2883,2550,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o3,3327,2772,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o4,3720,3036,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o5,4002,3141,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o6,4035,3315,55.3430696,-131.6466819
AK400,"KETCHIKAN, AK",o7,4065,3372,55.3430696,-131.6466819
AK401,"SITKA, AK",e1,2355,1767,57.0524973,-135.337612
AK401,"SITKA, AK",e2,2355,1767,57.0524973,-135.337612
AK401,"SITKA, AK",e3,2355,1767,57.0524973,-135.337612
AK401,"SITKA, AK",e4,2355,1767,57.0524973,-135.337612
AK401,"SITKA, AK",e5,3210,2409,57.0524973,-135.337612
AK401,"SITKA, AK",e6,3228,2421,57.0524973,-135.337612
AK401,"SITKA, AK",e7,3294,2472,57.0524973,-135.337612
AK401,"SITKA, AK",e8,3399,2550,57.0524973,-135.337612
AK401,"SITKA, AK",e9,3513,2775,57.0524973,-135.337612
AK401,"SITKA, AK",w1,3231,2424,57.0524973,-135.337612
AK401,"SITKA, AK",w2,3336,2511,57.0524973,-135.337612
AK401,"SITKA, AK",w3,3465,2802,57.0524973,-135.337612
AK401,"SITKA, AK",w4,3531,3213,57.0524973,-135.337612
AK401,"SITKA, AK",w5,3618,3315,57.0524973,-135.337612
AK401,"SITKA, AK",o1e,3312,2484,57.0524973,-135.337612
AK401,"SITKA, AK",o2e,3447,2715,57.0524973,-135.337612
AK401,"SITKA, AK",o3e,3546,3189,57.0524973,-135.337612
AK401,"SITKA, AK",o1,3222,2418,57.0524973,-135.337612
AK401,"SITKA, AK",o2,3225,2475,57.0524973,-135.337612
AK401,"SITKA, AK",o3,3462,2886,57.0524973,-135.337612
AK401,"SITKA, AK",o4,3639,3294,57.0524973,-135.337612
AK401,"SITKA, AK",o5,3768,3348,57.0524973,-135.337612
AK401,"SITKA, AK",o6,3798,3444,57.0524973,-135.337612
AK401,"SITKA, AK",o7,3825,3504,57.0524973,-135.337612
AK402,"JUNEAU, AK",e1,2580,1935,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e2,2580,1935,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e3,2580,1935,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e4,2580,1935,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e5,3354,2517,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e6,3372,2529,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e7,3432,2574,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e8,3531,2724,58.3019613,-134.4196751
AK402,"JUNEAU, AK",e9,3672,2958,58.3019613,-134.4196751
AK402,"JUNEAU, AK",w1,3375,2532,58.3019613,-134.4196751
AK402,"JUNEAU, AK",w2,3471,2721,58.3019613,-134.4196751
AK402,"JUNEAU, AK",w3,3597,2982,58.3019613,-134.4196751
AK402,"JUNEAU, AK",w4,3699,3357,58.3019613,-134.4196751
AK402,"JUNEAU, AK",w5,3831,3453,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o1e,3447,2586,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o2e,3576,2904,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o3e,3720,3333,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o1,3366,2526,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o2,3369,2577,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o3,3594,3060,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o4,3873,3432,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o5,4074,3483,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o6,4110,3573,58.3019613,-134.4196751
AK402,"JUNEAU, AK",o7,4140,3636,58.3019613,-134.4196751
AK403,"KODIAK ISLAND, AK",e1,2436,1827,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e2,2436,1827,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e3,2436,1827,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e4,2436,1827,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e5,2865,2148,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e6,2883,2160,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e7,2970,2229,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e8,3096,2514,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",e9,3282,2637,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",w1,2886,2163,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",w2,3021,2511,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",w3,3177,2655,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",w4,3321,2874,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",w5,3498,2997,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o1e,2991,2421,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o2e,3153,2610,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o3e,3348,2844,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o1,2877,2157,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o2,2880,2349,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o3,3174,2694,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o4,3555,2970,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o5,3831,3039,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o6,3861,3156,57.5433765,-153.3574124
AK403,"KODIAK ISLAND, AK",o7,3891,3213,57.5433765,-153.3574124
AK404,"ANCHORAGE, AK",e1,2277,1707,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e2,2277,1707,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e3,2277,1707,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e4,2277,1707,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e5,2874,2157,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e6,2892,2169,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e7,3045,2283,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e8,3240,2430,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",e9,3486,2616,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",w1,2895,2172,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",w2,3123,2385,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",w3,3369,2619,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",w4,3528,2901,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",w5,3723,3087,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o1e,3078,2310,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o2e,3333,2523,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o3e,3558,2853,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o1,2886,2166,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o2,2889,2286,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o3,3360,2643,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o4,3789,3051,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o5,4095,3162,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o6,4131,3348,61.2163129,-149.894852
AK404,"ANCHORAGE, AK",o7,4161,3405,61.2163129,-149.894852
AK405,"FAIRBANKS, AK",e1,2106,1581,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e2,2106,1581,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e3,2106,1581,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e4,2106,1581,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e5,2436,1827,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e6,2454,1887,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e7,2610,1989,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e8,2814,2166,64.837845,-147.716675
AK405,"FAIRBANKS, AK",e9,3018,2265,64.837845,-147.716675
AK405,"FAIRBANKS, AK",w1,2457,1965,64.837845,-147.716675
AK405,"FAIRBANKS, AK",w2,2694,2163,64.837845,-147.716675
AK405,"FAIRBANKS, AK",w3,2943,2271,64.837845,-147.716675
AK405,"FAIRBANKS, AK",w4,3045,2463,64.837845,-147.716675
AK405,"FAIRBANKS, AK",w5,3171,2655,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o1e,2646,2091,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o2e,2907,2235,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o3e,3066,2415,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o1,2448,1881,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o2,2451,2064,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o3,2937,2301,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o4,3210,2619,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o5,3405,2733,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o6,3432,2922,64.837845,-147.716675
AK405,"FAIRBANKS, AK",o7,3456,2973,64.837845,-147.716675
AL001,"ANNISTON/FORT MCCLELLAN, AL",e1,1176,1065,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e2,1176,1065,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e3,1176,1065,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e4,1176,1065,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e5,1185,1119,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e6,1491,1164,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e7,1560,1191,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e8,1638,1251,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",e9,1755,1335,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",w1,1509,1188,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",w2,1590,1248,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",w3,1689,1347,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",w4,1782,1500,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",w5,1899,1575,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o1e,1572,1197,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o2e,1671,1314,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o3e,1800,1482,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o1,1230,1161,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o2,1488,1194,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o3,1686,1377,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o4,1935,1557,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o5,2115,1596,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o6,2130,1665,33.7339069,-85.7983088
AL001,"ANNISTON/FORT MCCLELLAN, AL",o7,2142,1692,33.7339069,-85.7983088
AL002,"FORT RUCKER, AL",e1,1440,1167,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e2,1440,1167,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e3,1440,1167,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e4,1440,1167,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e5,1572,1251,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e6,1743,1317,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e7,1929,1446,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e8,2136,1611,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",e9,2346,1761,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",w1,1761,1407,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",w2,2013,1608,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",w3,2268,1764,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",w4,2373,1800,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",w5,2502,1977,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o1e,1968,1569,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o2e,2232,1674,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o3e,2394,1797,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o1,1602,1305,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o2,1740,1533,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o3,2262,1767,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o4,2541,1941,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o5,2742,2058,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o6,2760,2247,31.3499557,-85.7140361
AL002,"FORT RUCKER, AL",o7,2778,2283,31.3499557,-85.7140361
AL003,"HUNTSVILLE, AL",e1,1668,1284,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e2,1668,1284,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e3,1668,1284,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e4,1668,1284,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e5,1797,1443,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e6,2079,1557,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e7,2133,1671,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e8,2187,1860,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",e9,2286,1935,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",w1,2097,1635,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",w2,2154,1857,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",w3,2229,1947,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",w4,2307,2085,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",w5,2415,2142,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o1e,2139,1794,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o2e,2214,1917,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o3e,2325,2070,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o1,1839,1536,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o2,2076,1758,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o3,2226,1974,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o4,2445,2127,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o5,2607,2154,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o6,2625,2205,34.729847,-86.5859011
AL003,"HUNTSVILLE, AL",o7,2640,2241,34.729847,-86.5859011
AL004,"MOBILE, AL",e1,1731,1302,30.6913462,-88.0437509
AL004,"MOBILE, AL",e2,1731,1302,30.6913462,-88.0437509
AL004,"MOBILE, AL",e3,1731,1302,30.6913462,-88.0437509
AL004,"MOBILE, AL",e4,1731,1302,30.6913462,-88.0437509
AL004,"MOBILE, AL",e5,1887,1473,30.6913462,-88.0437509
AL004,"MOBILE, AL",e6,2073,1587,30.6913462,-88.0437509
AL004,"MOBILE, AL",e7,2118,1734,30.6913462,-88.0437509
AL004,"MOBILE, AL",e8,2169,1929,30.6913462,-88.0437509
AL004,"MOBILE, AL",e9,2286,1974,30.6913462,-88.0437509
AL004,"MOBILE, AL",w1,2091,1689,30.6913462,-88.0437509
AL004,"MOBILE, AL",w2,2139,1926,30.6913462,-88.0437509
AL004,"MOBILE, AL",w3,2205,1983,30.6913462,-88.0437509
AL004,"MOBILE, AL",w4,2319,2076,30.6913462,-88.0437509
AL004,"MOBILE, AL",w5,2463,2127,30.6913462,-88.0437509
AL004,"MOBILE, AL",o1e,2124,1884,30.6913462,-88.0437509
AL004,"MOBILE, AL",o2e,2193,1965,30.6913462,-88.0437509
AL004,"MOBILE, AL",o3e,2340,2064,30.6913462,-88.0437509
AL004,"MOBILE, AL",o1,1917,1572,30.6913462,-88.0437509
AL004,"MOBILE, AL",o2,2070,1839,30.6913462,-88.0437509
AL004,"MOBILE, AL",o3,2202,2001,30.6913462,-88.0437509
AL004,"MOBILE, AL",o4,2508,2112,30.6913462,-88.0437509
AL004,"MOBILE, AL",o5,2730,2136,30.6913462,-88.0437509
AL004,"MOBILE, AL",o6,2751,2181,30.6913462,-88.0437509
AL004,"MOBILE, AL",o7,2766,2217,30.6913462,-88.0437509
AL005,"MONTGOMERY, AL",e1,1605,1269,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e2,1605,1269,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e3,1605,1269,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e4,1605,1269,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e5,1683,1431,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e6,1758,1527,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e7,1818,1605,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e8,1887,1704,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",e9,2034,1713,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",w1,1773,1590,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",w2,1845,1701,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",w3,1935,1719,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",w4,2073,1764,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",w5,2244,1833,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o1e,1827,1680,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o2e,1920,1710,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o3e,2100,1746,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o1,1701,1524,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o2,1755,1662,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o3,1932,1725,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o4,2298,1815,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o5,2565,1923,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o6,2583,1938,32.3777111,-86.3090775
AL005,"MONTGOMERY, AL",o7,2598,1950,32.3777111,-86.3090775
AL006,"AUBURN, AL",e1,1617,1407,32.6098566,-85.4807825
AL006,"AUBURN, AL",e2,1617,1407,32.6098566,-85.4807825
AL006,"AUBURN, AL",e3,1617,1407,32.6098566,-85.4807825
AL006,"AUBURN, AL",e4,1617,1407,32.6098566,-85.4807825
AL006,"AUBURN, AL",e5,1707,1473,32.6098566,-85.4807825
AL006,"AUBURN, AL",e6,1833,1527,32.6098566,-85.4807825
AL006,"AUBURN, AL",e7,2043,1617,32.6098566,-85.4807825
AL006,"AUBURN, AL",e8,2274,1740,32.6098566,-85.4807825
AL006,"AUBURN, AL",e9,2502,1878,32.6098566,-85.4807825
AL006,"AUBURN, AL",w1,1851,1596,32.6098566,-85.4807825
AL006,"AUBURN, AL",w2,2136,1737,32.6098566,-85.4807825
AL006,"AUBURN, AL",w3,2421,1881,32.6098566,-85.4807825
AL006,"AUBURN, AL",w4,2532,1920,32.6098566,-85.4807825
AL006,"AUBURN, AL",w5,2673,2094,32.6098566,-85.4807825
AL006,"AUBURN, AL",o1e,2085,1704,32.6098566,-85.4807825
AL006,"AUBURN, AL",o2e,2379,1785,32.6098566,-85.4807825
AL006,"AUBURN, AL",o3e,2556,1917,32.6098566,-85.4807825
AL006,"AUBURN, AL",o1,1731,1521,32.6098566,-85.4807825
AL006,"AUBURN, AL",o2,1830,1680,32.6098566,-85.4807825
AL006,"AUBURN, AL",o3,2412,1884,32.6098566,-85.4807825
AL006,"AUBURN, AL",o4,2718,2055,32.6098566,-85.4807825
AL006,"AUBURN, AL",o5,2934,2202,32.6098566,-85.4807825
AL006,"AUBURN, AL",o6,2955,2400,32.6098566,-85.4807825
AL006,"AUBURN, AL",o7,2976,2439,32.6098566,-85.4807825
AL007,"BIRMINGHAM, AL",e1,2223,1668,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e2,2223,1668,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e3,2223,1668,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e4,2223,1668,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e5,2439,1878,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e6,2532,2031,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e7,2550,2232,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e8,2559,2463,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",e9,2583,2478,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",w1,2547,2160,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",w2,2556,2460,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",w3,2568,2484,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",w4,2598,2520,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",w5,2682,2532,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o1e,2553,2436,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o2e,2562,2472,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o3e,2613,2517,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o1,2457,2007,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o2,2529,2370,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o3,2565,2490,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o4,2703,2523,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o5,2826,2535,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o6,2847,2538,33.5206824,-86.8024326
AL007,"BIRMINGHAM, AL",o7,2865,2556,33.5206824,-86.8024326
AR010,"LITTLE ROCK, AR",e1,1758,1341,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e2,1758,1341,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e3,1758,1341,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e4,1758,1341,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e5,1848,1548,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e6,1941,1671,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e7,1959,1758,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e8,1968,1875,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",e9,2061,1887,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",w1,1956,1740,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",w2,1965,1872,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",w3,1977,1893,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",w4,2100,1932,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",w5,2274,1947,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o1e,1962,1845,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o2e,1971,1884,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o3e,2127,1929,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o1,1869,1665,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o2,1938,1824,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o3,1974,1902,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o4,2328,1935,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o5,2598,1950,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o6,2619,1965,34.7465071,-92.2896267
AR010,"LITTLE ROCK, AR",o7,2634,1977,34.7465071,-92.2896267
AR012,"FORT CHAFFEE/FORT SMITH, AR",e1,1173,879,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e2,1173,879,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e3,1173,879,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e4,1173,879,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e5,1263,996,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e6,1680,1260,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e7,1785,1338,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e8,1893,1419,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",e9,2028,1521,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",w1,1701,1278,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",w2,1827,1371,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",w3,1965,1524,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",w4,2052,1701,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",w5,2166,1809,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",o1e,1803,1353,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",o2e,1944,1458,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",o3e,2070,1674,35.3103285,-94.313153
AR012,"FORT CHAFFEE/FORT SMITH, AR",o1,1320,1077,35.3103285,-94.313153
